# Gamma NH Fx
1.2  20.5  9.12895e-09
1.2  20.551  9.12641e-09
1.2  20.602  9.12354e-09
1.2  20.6531  9.12033e-09
1.2  20.7041  9.11671e-09
1.2  20.7551  9.11265e-09
1.2  20.8061  9.10809e-09
1.2  20.8571  9.10296e-09
1.2  20.9082  9.09721e-09
1.2  20.9592  9.09075e-09
1.2  21.0102  9.0835e-09
1.2  21.0612  9.07536e-09
1.2  21.1122  9.06624e-09
1.2  21.1633  9.056e-09
1.2  21.2143  9.04453e-09
1.2  21.2653  9.03166e-09
1.2  21.3163  9.01726e-09
1.2  21.3673  9.00113e-09
1.2  21.4184  8.98307e-09
1.2  21.4694  8.96288e-09
1.2  21.5204  8.94032e-09
1.2  21.5714  8.91512e-09
1.2  21.6224  8.887e-09
1.2  21.6735  8.85566e-09
1.2  21.7245  8.82075e-09
1.2  21.7755  8.78192e-09
1.2  21.8265  8.73879e-09
1.2  21.8776  8.69095e-09
1.2  21.9286  8.63796e-09
1.2  21.9796  8.57938e-09
1.2  22.0306  8.51475e-09
1.2  22.0816  8.44359e-09
1.2  22.1327  8.36541e-09
1.2  22.1837  8.27976e-09
1.2  22.2347  8.18619e-09
1.2  22.2857  8.08425e-09
1.2  22.3367  7.97358e-09
1.2  22.3878  7.85383e-09
1.2  22.4388  7.72473e-09
1.2  22.4898  7.5861e-09
1.2  22.5408  7.43784e-09
1.2  22.5918  7.27993e-09
1.2  22.6429  7.11246e-09
1.2  22.6939  6.93562e-09
1.2  22.7449  6.74965e-09
1.2  22.7959  6.5549e-09
1.2  22.8469  6.35173e-09
1.2  22.898  6.14054e-09
1.2  22.949  5.92175e-09
1.2  23  5.69575e-09
1.22653  20.5  8.73462e-09
1.22653  20.551  8.73215e-09
1.22653  20.602  8.72937e-09
1.22653  20.6531  8.72626e-09
1.22653  20.7041  8.72275e-09
1.22653  20.7551  8.71882e-09
1.22653  20.8061  8.71439e-09
1.22653  20.8571  8.70943e-09
1.22653  20.9082  8.70385e-09
1.22653  20.9592  8.69759e-09
1.22653  21.0102  8.69057e-09
1.22653  21.0612  8.68268e-09
1.22653  21.1122  8.67384e-09
1.22653  21.1633  8.66392e-09
1.22653  21.2143  8.6528e-09
1.22653  21.2653  8.64033e-09
1.22653  21.3163  8.62637e-09
1.22653  21.3673  8.61074e-09
1.22653  21.4184  8.59325e-09
1.22653  21.4694  8.57369e-09
1.22653  21.5204  8.55183e-09
1.22653  21.5714  8.52742e-09
1.22653  21.6224  8.50018e-09
1.22653  21.6735  8.46981e-09
1.22653  21.7245  8.436e-09
1.22653  21.7755  8.3984e-09
1.22653  21.8265  8.35663e-09
1.22653  21.8776  8.3103e-09
1.22653  21.9286  8.25899e-09
1.22653  21.9796  8.20228e-09
1.22653  22.0306  8.13972e-09
1.22653  22.0816  8.07084e-09
1.22653  22.1327  7.9952e-09
1.22653  22.1837  7.91234e-09
1.22653  22.2347  7.82183e-09
1.22653  22.2857  7.72326e-09
1.22653  22.3367  7.61627e-09
1.22653  22.3878  7.50054e-09
1.22653  22.4388  7.37582e-09
1.22653  22.4898  7.24195e-09
1.22653  22.5408  7.09883e-09
1.22653  22.5918  6.94648e-09
1.22653  22.6429  6.78499e-09
1.22653  22.6939  6.61455e-09
1.22653  22.7449  6.43543e-09
1.22653  22.7959  6.24797e-09
1.22653  22.8469  6.05255e-09
1.22653  22.898  5.84957e-09
1.22653  22.949  5.63944e-09
1.22653  23  5.42256e-09
1.25306  20.5  8.35849e-09
1.25306  20.551  8.3561e-09
1.25306  20.602  8.35341e-09
1.25306  20.6531  8.35039e-09
1.25306  20.7041  8.34699e-09
1.25306  20.7551  8.34317e-09
1.25306  20.8061  8.33889e-09
1.25306  20.8571  8.33408e-09
1.25306  20.9082  8.32867e-09
1.25306  20.9592  8.3226e-09
1.25306  21.0102  8.31579e-09
1.25306  21.0612  8.30815e-09
1.25306  21.1122  8.29958e-09
1.25306  21.1633  8.28997e-09
1.25306  21.2143  8.27919e-09
1.25306  21.2653  8.26711e-09
1.25306  21.3163  8.25358e-09
1.25306  21.3673  8.23843e-09
1.25306  21.4184  8.22148e-09
1.25306  21.4694  8.20253e-09
1.25306  21.5204  8.18135e-09
1.25306  21.5714  8.15769e-09
1.25306  21.6224  8.1313e-09
1.25306  21.6735  8.10188e-09
1.25306  21.7245  8.06913e-09
1.25306  21.7755  8.0327e-09
1.25306  21.8265  7.99225e-09
1.25306  21.8776  7.94738e-09
1.25306  21.9286  7.8977e-09
1.25306  21.9796  7.84279e-09
1.25306  22.0306  7.78222e-09
1.25306  22.0816  7.71555e-09
1.25306  22.1327  7.64234e-09
1.25306  22.1837  7.56217e-09
1.25306  22.2347  7.47461e-09
1.25306  22.2857  7.37929e-09
1.25306  22.3367  7.27584e-09
1.25306  22.3878  7.16398e-09
1.25306  22.4388  7.04348e-09
1.25306  22.4898  6.91418e-09
1.25306  22.5408  6.77601e-09
1.25306  22.5918  6.629e-09
1.25306  22.6429  6.47325e-09
1.25306  22.6939  6.30897e-09
1.25306  22.7449  6.13642e-09
1.25306  22.7959  5.95596e-09
1.25306  22.8469  5.76797e-09
1.25306  22.898  5.57285e-09
1.25306  22.949  5.37102e-09
1.25306  23  5.16287e-09
1.27959  20.5  7.99969e-09
1.27959  20.551  7.99737e-09
1.27959  20.602  7.99476e-09
1.27959  20.6531  7.99183e-09
1.27959  20.7041  7.98854e-09
1.27959  20.7551  7.98484e-09
1.27959  20.8061  7.98069e-09
1.27959  20.8571  7.97602e-09
1.27959  20.9082  7.97078e-09
1.27959  20.9592  7.9649e-09
1.27959  21.0102  7.9583e-09
1.27959  21.0612  7.95089e-09
1.27959  21.1122  7.94258e-09
1.27959  21.1633  7.93326e-09
1.27959  21.2143  7.92282e-09
1.27959  21.2653  7.91111e-09
1.27959  21.3163  7.898e-09
1.27959  21.3673  7.88332e-09
1.27959  21.4184  7.86689e-09
1.27959  21.4694  7.84852e-09
1.27959  21.5204  7.82799e-09
1.27959  21.5714  7.80507e-09
1.27959  21.6224  7.7795e-09
1.27959  21.6735  7.751e-09
1.27959  21.7245  7.71926e-09
1.27959  21.7755  7.68397e-09
1.27959  21.8265  7.64478e-09
1.27959  21.8776  7.60132e-09
1.27959  21.9286  7.55321e-09
